type,sensor,count,percentage,outlier_count,outlier_indices,mote_id,gap_count,max_gap_seconds
sampling_gap,,,26.666666666666668,,,56084.0,4.0,1094218.820499
sampling_gap,,,21.052631578947366,,,56085.0,4.0,1094218.972968
sampling_gap,,,22.22222222222222,,,56087.0,4.0,1094221.177255
sampling_gap,,,23.809523809523807,,,56089.0,5.0,1094219.389781
sampling_gap,,,33.33333333333333,,,56091.0,6.0,1094221.249863
sampling_gap,,,30.0,,,56092.0,6.0,1094219.258955
sampling_gap,,,21.052631578947366,,,56097.0,4.0,1094219.575144
sampling_gap,,,25.0,,,56103.0,5.0,1094218.808946
sampling_gap,,,21.73913043478261,,,56105.0,5.0,1094219.465042
sampling_gap,,,40.0,,,56107.0,8.0,1094219.632084
sampling_gap,,,21.428571428571427,,,56111.0,3.0,1094220.974103
sampling_gap,,,23.809523809523807,,,56112.0,5.0,1094220.894243
sampling_gap,,,21.052631578947366,,,56113.0,4.0,1094218.66616
sampling_gap,,,23.809523809523807,,,56114.0,5.0,1094219.367535
sampling_gap,,,26.31578947368421,,,56127.0,5.0,1094219.568557
sampling_gap,,,28.57142857142857,,,56132.0,6.0,1094218.817048
sampling_gap,,,26.31578947368421,,,56134.0,5.0,1094221.263845
sampling_gap,,,21.052631578947366,,,56135.0,4.0,1094219.006132
sampling_gap,,,21.428571428571427,,,56142.0,3.0,1094219.241823
sampling_gap,,,22.22222222222222,,,56144.0,4.0,1094252.688351
sampling_gap,,,23.809523809523807,,,56145.0,5.0,1094219.228207
sampling_gap,,,23.52941176470588,,,56146.0,4.0,1094218.500463
sampling_gap,,,26.08695652173913,,,56149.0,6.0,1094218.85607
sampling_gap,,,26.08695652173913,,,56150.0,6.0,1094218.925035
sampling_gap,,,23.809523809523807,,,56151.0,5.0,1094218.900582
sampling_gap,,,23.52941176470588,,,56155.0,4.0,1094219.468896
sampling_gap,,,22.22222222222222,,,56157.0,4.0,1094218.834575
sampling_gap,,,23.52941176470588,,,56159.0,4.0,1094218.656678
sampling_gap,,,21.428571428571427,,,56162.0,3.0,1094218.870017
sampling_gap,,,23.52941176470588,,,56168.0,4.0,1094218.785756
sampling_gap,,,21.73913043478261,,,56169.0,5.0,1094219.390619
sampling_gap,,,22.727272727272727,,,56178.0,5.0,1094249.318602
sampling_gap,,,25.0,,,56179.0,5.0,1094249.584217
sampling_gap,,,25.0,,,56181.0,4.0,1094253.033238
sampling_gap,,,27.77777777777778,,,56185.0,5.0,1094219.018181
sampling_gap,,,31.57894736842105,,,56186.0,6.0,1094219.361583
sampling_gap,,,29.411764705882355,,,56189.0,5.0,1094219.202238
sampling_gap,,,23.52941176470588,,,56199.0,4.0,1094218.820761
sampling_gap,,,21.428571428571427,,,56207.0,3.0,1094249.520721
sampling_gap,,,25.0,,,56209.0,4.0,1094251.090367
sampling_gap,,,27.77777777777778,,,56210.0,5.0,1094218.66547
sampling_gap,,,27.27272727272727,,,56212.0,3.0,1094278.42335
sampling_gap,,,29.411764705882355,,,56228.0,5.0,1094221.276635
sampling_gap,,,31.25,,,56231.0,5.0,1094220.900978
sampling_gap,,,37.5,,,56232.0,6.0,1094221.097368
sampling_gap,,,21.052631578947366,,,56233.0,4.0,1094219.256011
sampling_gap,,,22.22222222222222,,,56234.0,4.0,1094218.840474
sampling_gap,,,27.77777777777778,,,56239.0,5.0,1094249.60843
sampling_gap,,,25.0,,,56251.0,5.0,1094218.782301
sampling_gap,,,22.22222222222222,,,56257.0,4.0,1094218.641928
sampling_gap,,,25.925925925925924,,,56260.0,7.0,1094218.425232
sampling_gap,,,35.0,,,56263.0,7.0,1094218.520602
sampling_gap,,,21.052631578947366,,,56264.0,4.0,1094219.182475
sampling_gap,,,21.052631578947366,,,56265.0,4.0,1094249.235064
sampling_gap,,,23.52941176470588,,,56266.0,4.0,1094218.739428
sampling_gap,,,21.73913043478261,,,56269.0,5.0,1094219.449841
sampling_gap,,,25.0,,,56272.0,4.0,1094231.05838
sampling_gap,,,28.57142857142857,,,56273.0,4.0,1094218.368705
sampling_gap,,,21.428571428571427,,,56301.0,6.0,1094216.866228
sampling_gap,,,23.076923076923077,,,56400.0,6.0,1094246.19918
sampling_gap,,,20.833333333333336,,,56481.0,5.0,1094217.254896
sampling_gap,,,27.586206896551722,,,56496.0,8.0,1094214.987733
sampling_gap,,,20.588235294117645,,,57197.0,7.0,1094201.52169
sampling_gap,,,26.31578947368421,,,58348.0,10.0,1094175.193098
sampling_gap,,,22.22222222222222,,,58398.0,10.0,1094162.423479
sampling_gap,,,21.428571428571427,,,58424.0,9.0,1094173.718851
sampling_gap,,,21.27659574468085,,,58545.0,10.0,1094180.117003
sampling_gap,,,20.588235294117645,,,58718.0,7.0,1094182.494319
sampling_gap,,,21.951219512195124,,,59417.0,9.0,1094165.365734
sampling_gap,,,21.62162162162162,,,59557.0,8.0,1094176.154221
sampling_gap,,,20.51282051282051,,,59593.0,8.0,1094188.535105
sampling_gap,,,25.0,,,59602.0,10.0,1094204.108079
sampling_gap,,,20.51282051282051,,,59896.0,8.0,1094189.727861
sampling_gap,,,22.857142857142858,,,60207.0,8.0,1094200.140868
sampling_gap,,,24.390243902439025,,,60232.0,10.0,1094203.282739
sampling_gap,,,20.930232558139537,,,60238.0,9.0,1094199.205443
sampling_gap,,,21.052631578947366,,,60294.0,8.0,1094205.727722
sampling_gap,,,21.62162162162162,,,60319.0,8.0,1094206.187681
sampling_gap,,,25.0,,,60336.0,9.0,1094206.947993
sampling_gap,,,25.64102564102564,,,60496.0,10.0,1094199.218878
sampling_gap,,,27.27272727272727,,,60587.0,9.0,1094202.125592
sampling_gap,,,23.25581395348837,,,60672.0,10.0,1094201.405902
sampling_gap,,,20.930232558139537,,,60724.0,9.0,1094204.59502
sampling_gap,,,21.73913043478261,,,60730.0,10.0,1094204.557034
sampling_gap,,,29.411764705882355,,,60765.0,10.0,1094205.564645
sampling_gap,,,22.5,,,60913.0,9.0,1094178.176858
sampling_gap,,,23.52941176470588,,,60935.0,8.0,1094205.002835
sampling_gap,,,21.052631578947366,,,60947.0,8.0,1094199.290364
sampling_gap,,,27.77777777777778,,,60970.0,10.0,1094202.896011
sampling_gap,,,27.906976744186046,,,60979.0,12.0,1094162.263775
sampling_gap,,,27.77777777777778,,,60993.0,10.0,1094194.652096
sampling_gap,,,21.62162162162162,,,60997.0,8.0,1094201.807792
sampling_gap,,,20.930232558139537,,,61005.0,9.0,1094200.278192
sampling_gap,,,27.027027027027028,,,61018.0,10.0,1094200.112938
sampling_gap,,,21.62162162162162,,,61030.0,8.0,1094202.48534
sampling_gap,,,21.428571428571427,,,61063.0,9.0,1094172.235562
sampling_gap,,,22.22222222222222,,,61073.0,8.0,1094205.496646
sampling_gap,,,24.324324324324326,,,61105.0,9.0,1094203.6848
sampling_gap,,,24.324324324324326,,,61143.0,9.0,1094198.202209
sampling_gap,,,28.000000000000004,,,61828.0,7.0,3.419629
sampling_gap,,,28.125,,,62081.0,9.0,1.613419
sampling_gap,,,20.833333333333336,,,62400.0,5.0,5.2002
sampling_gap,,,33.33333333333333,,,62524.0,8.0,1.957035
sampling_gap,,,23.076923076923077,,,62621.0,6.0,2.79213
sampling_gap,,,26.08695652173913,,,62739.0,6.0,3.272144
sampling_gap,,,23.076923076923077,,,62849.0,6.0,3.712301
sampling_gap,,,25.0,,,62992.0,6.0,3.563064
sampling_gap,,,21.428571428571427,,,63011.0,6.0,2.283817
sampling_gap,,,29.629629629629626,,,63530.0,8.0,3.728317
sampling_gap,,,26.923076923076923,,,63537.0,7.0,3.494867
sampling_gap,,,30.0,,,63806.0,6.0,3.678184
sampling_gap,,,22.22222222222222,,,63819.0,6.0,3.440125
sampling_gap,,,22.727272727272727,,,63895.0,5.0,3.237014
sampling_gap,,,22.22222222222222,,,64087.0,4.0,2.382786
sampling_gap,,,24.0,,,64143.0,6.0,4.969528
sampling_gap,,,31.03448275862069,,,64216.0,9.0,3.073284
sampling_gap,,,24.0,,,64849.0,6.0,3.598303
sampling_gap,,,20.833333333333336,,,64961.0,5.0,2.188141
sampling_gap,,,25.0,,,65043.0,7.0,4.034249
sampling_gap,,,32.0,,,65080.0,8.0,3.902512
sampling_gap,,,25.0,,,65139.0,6.0,4.595709
sampling_gap,,,20.689655172413794,,,65204.0,6.0,4.178899
sampling_gap,,,25.0,,,65295.0,7.0,3.122085
sampling_gap,,,23.333333333333332,,,65387.0,7.0,7.622849
sampling_gap,,,26.666666666666668,,,65447.0,8.0,2.01804
sampling_gap,,,28.125,,,32953.0,9.0,2.520048
sampling_gap,,,27.27272727272727,,,32961.0,6.0,4.022322
sampling_gap,,,23.076923076923077,,,33068.0,6.0,4.603109
sampling_gap,,,30.434782608695656,,,33230.0,7.0,3.003699
sampling_gap,,,24.0,,,33289.0,6.0,3.73828
sampling_gap,,,21.73913043478261,,,33349.0,5.0,4.197433
sampling_gap,,,25.0,,,33358.0,7.0,4.215311
sampling_gap,,,22.58064516129032,,,33460.0,7.0,1.634806
sampling_gap,,,25.0,,,33532.0,6.0,3.211028
sampling_gap,,,21.73913043478261,,,33639.0,5.0,4.161233
sampling_gap,,,21.428571428571427,,,33785.0,6.0,3.227038
sampling_gap,,,22.727272727272727,,,33834.0,5.0,7.762444
sampling_gap,,,28.000000000000004,,,33987.0,7.0,8.131752
sampling_gap,,,20.833333333333336,,,34103.0,5.0,3.00909
sampling_gap,,,34.48275862068966,,,34205.0,10.0,4.717994
sampling_gap,,,20.689655172413794,,,34220.0,6.0,21.888675
sampling_gap,,,25.0,,,34329.0,7.0,3.817772
sampling_gap,,,21.21212121212121,,,34460.0,7.0,9.122246
sampling_gap,,,25.0,,,34762.0,7.0,6.765208
sampling_gap,,,28.57142857142857,,,47893.0,4.0,3.617377
sampling_gap,,,29.411764705882355,,,47909.0,5.0,3.354619
sampling_gap,,,29.411764705882355,,,47934.0,5.0,3.854466
sampling_gap,,,25.0,,,47961.0,3.0,2.040818
sampling_gap,,,21.428571428571427,,,47992.0,3.0,3.372461
sampling_gap,,,25.0,,,48010.0,4.0,2.72645
sampling_gap,,,21.052631578947366,,,48014.0,4.0,3.550474
sampling_gap,,,30.76923076923077,,,48035.0,4.0,3.06215
sampling_gap,,,21.052631578947366,,,48075.0,4.0,5.097538
sampling_gap,,,23.076923076923077,,,48099.0,3.0,5.519508
sampling_gap,,,21.428571428571427,,,48112.0,3.0,3.047466
sampling_gap,,,21.428571428571427,,,48136.0,3.0,5.643176
sampling_gap,,,23.076923076923077,,,48156.0,3.0,2.318874
sampling_gap,,,23.52941176470588,,,48197.0,4.0,5.860666
sampling_gap,,,25.0,,,48200.0,5.0,3.544332
sampling_gap,,,21.052631578947366,,,48201.0,4.0,3.403719
sampling_gap,,,22.22222222222222,,,48203.0,4.0,5.180178
sampling_gap,,,26.666666666666668,,,48209.0,4.0,5.04278
sampling_gap,,,28.57142857142857,,,48279.0,4.0,3.990249
sampling_gap,,,26.666666666666668,,,48308.0,4.0,6.33825
sampling_gap,,,31.25,,,48331.0,5.0,3.190225
sampling_gap,,,21.428571428571427,,,48340.0,3.0,3.544588
sampling_gap,,,22.22222222222222,,,48361.0,4.0,3.57634
sampling_gap,,,22.22222222222222,,,48368.0,4.0,3.275455
sampling_gap,,,23.809523809523807,,,48413.0,5.0,2.434282
sampling_gap,,,21.052631578947366,,,48476.0,4.0,2.723643
sampling_gap,,,27.77777777777778,,,48484.0,5.0,2.354441
sampling_gap,,,23.809523809523807,,,48506.0,5.0,2.103931
sampling_gap,,,27.77777777777778,,,48535.0,5.0,2.960865
sampling_gap,,,21.052631578947366,,,48567.0,4.0,1.821547
sampling_gap,,,20.833333333333336,,,48594.0,5.0,2.310792
sampling_gap,,,30.0,,,48617.0,6.0,1.834529
sampling_gap,,,27.77777777777778,,,48733.0,5.0,3.787905
sampling_gap,,,29.411764705882355,,,48754.0,5.0,3.253151
sampling_gap,,,26.31578947368421,,,48827.0,5.0,1.675185
sampling_gap,,,22.22222222222222,,,48829.0,4.0,2.274178
sampling_gap,,,22.22222222222222,,,48845.0,4.0,2.254349
sampling_gap,,,29.411764705882355,,,48847.0,5.0,3.089821
sampling_gap,,,21.052631578947366,,,48864.0,4.0,2.445224
sampling_gap,,,21.052631578947366,,,48865.0,4.0,5.347415
sampling_gap,,,21.052631578947366,,,48953.0,4.0,2.325036
sampling_gap,,,23.52941176470588,,,48979.0,4.0,3.74928
sampling_gap,,,38.88888888888889,,,49038.0,7.0,3.122049
sampling_gap,,,22.727272727272727,,,49064.0,5.0,3.912115
sampling_gap,,,27.27272727272727,,,49071.0,6.0,2.375405
sampling_gap,,,25.0,,,49108.0,4.0,3.756512
sampling_gap,,,29.411764705882355,,,49142.0,5.0,1.37442
sampling_gap,,,29.411764705882355,,,49153.0,5.0,1.410913
sampling_gap,,,26.666666666666668,,,49203.0,4.0,2.460404
sampling_gap,,,23.076923076923077,,,49241.0,3.0,2.993741
sampling_gap,,,31.818181818181817,,,49378.0,7.0,4.855681
sampling_gap,,,22.22222222222222,,,49502.0,6.0,2.851058
sampling_gap,,,21.428571428571427,,,49527.0,6.0,2.652903
sampling_gap,,,34.48275862068966,,,49751.0,10.0,3.129365
sampling_gap,,,25.0,,,49812.0,6.0,3.247823
sampling_gap,,,25.0,,,49918.0,5.0,3.014044
