case_id,activity,timestamp,resource,cooler_condition,valve_condition,pump_condition,accumulator_condition,stable_flag_x,temp_increase_rate,initial_temp,load_temp,vibration,steady_state_temp,temp_stability,cooling_efficiency,cooling_power,final_temp,max_temp,temp_rise,cycle_number,cooler,valve,pump,accumulator,stable_flag_y
Cycle_0075,Steady_State_Reached,2004-01-01 01:14:35,hydraulic_system,,,,,,,,,,52.55396666666665,0.1126953070106392,,,,,,74,3,100,0,130,1
Cycle_0075,Cooling_Active,2004-01-01 01:14:30,cooler,,,,,,,,,,,,21.098683333333334,1.58315,,,,74,3,100,0,130,1
Cycle_0075,Cycle_Complete,2004-01-01 01:15:00,hydraulic_system,,,,,,,,,,,,,,52.566,52.738,0.08900000000000574,74,3,100,0,130,1
Cycle_0076,Cycle_Start,2004-01-01 01:15:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,75,3,100,0,130,1
Cycle_0076,System_Initialization,2004-01-01 01:15:05,hydraulic_system,,,,,,-0.059799999999999895,52.496,,,,,,,,,,75,3,100,0,130,1
Cycle_0076,Load_Application,2004-01-01 01:15:15,hydraulic_system,,,,,,,,52.0499,0.6358,,,,,,,,75,3,100,0,130,1
Cycle_0076,Steady_State_Reached,2004-01-01 01:15:35,hydraulic_system,,,,,,,,,,52.570366666666665,0.11940616492552772,,,,,,75,3,100,0,130,1
Cycle_0076,Cooling_Active,2004-01-01 01:15:30,cooler,,,,,,,,,,,,20.320100000000004,1.52825,,,,75,3,100,0,130,1
Cycle_0076,Cycle_Complete,2004-01-01 01:16:00,hydraulic_system,,,,,,,,,,,,,,52.562,52.734,0.0659999999999954,75,3,100,0,130,1
Cycle_0077,Cycle_Start,2004-01-01 01:16:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,76,3,100,0,130,1
Cycle_0077,System_Initialization,2004-01-01 01:16:05,hydraulic_system,,,,,,-0.04810000000000016,52.555,,,,,,,,,,76,3,100,0,130,1
Cycle_0077,Load_Application,2004-01-01 01:16:15,hydraulic_system,,,,,,,,52.15069999999999,0.6469,,,,,,,,76,3,100,0,130,1
Cycle_0077,Steady_State_Reached,2004-01-01 01:16:35,hydraulic_system,,,,,,,,,,52.674666666666674,0.13320944244142663,,,,,,76,3,100,0,130,1
Cycle_0077,Cooling_Active,2004-01-01 01:16:30,cooler,,,,,,,,,,,,20.200433333333326,1.5207000000000002,,,,76,3,100,0,130,1
Cycle_0077,Cycle_Complete,2004-01-01 01:17:00,hydraulic_system,,,,,,,,,,,,,,52.645,52.836,0.09000000000000341,76,3,100,0,130,1
Cycle_0078,Cycle_Start,2004-01-01 01:17:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,77,3,100,0,130,1
Cycle_0078,System_Initialization,2004-01-01 01:17:05,hydraulic_system,,,,,,-0.050400000000000486,52.645,,,,,,,,,,77,3,100,0,130,1
Cycle_0078,Load_Application,2004-01-01 01:17:15,hydraulic_system,,,,,,,,52.212700000000005,0.6331,,,,,,,,77,3,100,0,130,1
Cycle_0078,Steady_State_Reached,2004-01-01 01:17:35,hydraulic_system,,,,,,,,,,52.742333333333335,0.11482460053877373,,,,,,77,3,100,0,130,1
Cycle_0078,Cooling_Active,2004-01-01 01:17:30,cooler,,,,,,,,,,,,20.590599999999995,1.5467000000000002,,,,77,3,100,0,130,1
Cycle_0078,Cycle_Complete,2004-01-01 01:18:00,hydraulic_system,,,,,,,,,,,,,,52.648,52.902,0.0030000000000001137,77,3,100,0,130,1
Cycle_0079,Cycle_Start,2004-01-01 01:18:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,78,3,100,0,130,1
Cycle_0079,System_Initialization,2004-01-01 01:18:05,hydraulic_system,,,,,,-0.05309999999999988,52.656,,,,,,,,,,78,3,100,0,130,1
Cycle_0079,Load_Application,2004-01-01 01:18:15,hydraulic_system,,,,,,,,52.26279999999999,0.6515000000000001,,,,,,,,78,3,100,0,130,1
Cycle_0079,Steady_State_Reached,2004-01-01 01:18:35,hydraulic_system,,,,,,,,,,52.78626666666666,0.12700811872562395,,,,,,78,3,100,0,130,1
Cycle_0079,Cooling_Active,2004-01-01 01:18:30,cooler,,,,,,,,,,,,20.643633333333337,1.54895,,,,78,3,100,0,130,1
Cycle_0079,Cycle_Complete,2004-01-01 01:19:00,hydraulic_system,,,,,,,,,,,,,,52.809,52.98,0.1529999999999987,78,3,100,0,130,1
Cycle_0080,Cycle_Start,2004-01-01 01:19:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,79,3,100,0,130,1
Cycle_0080,System_Initialization,2004-01-01 01:19:05,hydraulic_system,,,,,,-0.054700000000000415,52.789,,,,,,,,,,79,3,100,0,130,1
Cycle_0080,Load_Application,2004-01-01 01:19:15,hydraulic_system,,,,,,,,52.337700000000005,0.6327,,,,,,,,79,3,100,0,130,1
Cycle_0080,Steady_State_Reached,2004-01-01 01:19:35,hydraulic_system,,,,,,,,,,52.8357,0.111274180892664,,,,,,79,3,100,0,130,1
Cycle_0080,Cooling_Active,2004-01-01 01:19:30,cooler,,,,,,,,,,,,20.832816666666663,1.5637166666666669,,,,79,3,100,0,130,1
Cycle_0080,Cycle_Complete,2004-01-01 01:20:00,hydraulic_system,,,,,,,,,,,,,,52.793,52.988,0.003999999999997783,79,3,100,0,130,1
Cycle_0081,Cycle_Start,2004-01-01 01:20:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,80,3,100,0,130,1
Cycle_0081,System_Initialization,2004-01-01 01:20:05,hydraulic_system,,,,,,-0.057800000000000296,52.801,,,,,,,,,,80,3,100,0,130,1
Cycle_0081,Load_Application,2004-01-01 01:20:15,hydraulic_system,,,,,,,,52.3276,0.658,,,,,,,,80,3,100,0,130,1
Cycle_0081,Steady_State_Reached,2004-01-01 01:20:35,hydraulic_system,,,,,,,,,,52.8102,0.14008150008715237,,,,,,80,3,100,0,130,1
Cycle_0081,Cooling_Active,2004-01-01 01:20:30,cooler,,,,,,,,,,,,20.705933333333334,1.55425,,,,80,3,100,0,130,1
Cycle_0081,Cycle_Complete,2004-01-01 01:21:00,hydraulic_system,,,,,,,,,,,,,,52.793,52.992,-0.008000000000002672,80,3,100,0,130,1
Cycle_0082,Cycle_Start,2004-01-01 01:21:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,81,3,100,0,130,1
Cycle_0082,System_Initialization,2004-01-01 01:21:05,hydraulic_system,,,,,,-0.05510000000000019,52.801,,,,,,,,,,81,3,100,0,130,1
Cycle_0082,Load_Application,2004-01-01 01:21:15,hydraulic_system,,,,,,,,52.3971,0.6578999999999999,,,,,,,,81,3,100,0,130,1
Cycle_0082,Steady_State_Reached,2004-01-01 01:21:35,hydraulic_system,,,,,,,,,,52.91863333333333,0.1201433819326816,,,,,,81,3,100,0,130,1
Cycle_0082,Cooling_Active,2004-01-01 01:21:30,cooler,,,,,,,,,,,,20.2799,1.5174833333333333,,,,81,3,100,0,130,1
Cycle_0082,Cycle_Complete,2004-01-01 01:22:00,hydraulic_system,,,,,,,,,,,,,,52.91,53.074,0.10899999999999466,81,3,100,0,130,1
Cycle_0083,Cycle_Start,2004-01-01 01:22:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,82,3,100,0,130,1
Cycle_0083,System_Initialization,2004-01-01 01:22:05,hydraulic_system,,,,,,-0.0527000000000001,52.828,,,,,,,,,,82,3,100,0,130,1
Cycle_0083,Load_Application,2004-01-01 01:22:15,hydraulic_system,,,,,,,,52.4615,0.6481000000000001,,,,,,,,82,3,100,0,130,1
Cycle_0083,Steady_State_Reached,2004-01-01 01:22:35,hydraulic_system,,,,,,,,,,52.93156666666666,0.10719163006296428,,,,,,82,3,100,0,130,1
Cycle_0083,Cooling_Active,2004-01-01 01:22:30,cooler,,,,,,,,,,,,20.90396666666667,1.5594000000000001,,,,82,3,100,0,130,1
Cycle_0083,Cycle_Complete,2004-01-01 01:23:00,hydraulic_system,,,,,,,,,,,,,,52.91,53.074,0.08199999999999363,82,3,100,0,130,1
Cycle_0084,Cycle_Start,2004-01-01 01:23:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,83,3,100,0,130,1
Cycle_0084,System_Initialization,2004-01-01 01:23:05,hydraulic_system,,,,,,-0.058599999999999854,52.922,,,,,,,,,,83,3,100,0,130,1
Cycle_0084,Load_Application,2004-01-01 01:23:15,hydraulic_system,,,,,,,,52.485699999999994,0.6406000000000001,,,,,,,,83,3,100,0,130,1
Cycle_0084,Steady_State_Reached,2004-01-01 01:23:35,hydraulic_system,,,,,,,,,,52.97053333333333,0.12871278966063138,,,,,,83,3,100,0,130,1
Cycle_0084,Cooling_Active,2004-01-01 01:23:30,cooler,,,,,,,,,,,,20.96143333333334,1.5644833333333337,,,,83,3,100,0,130,1
Cycle_0084,Cycle_Complete,2004-01-01 01:24:00,hydraulic_system,,,,,,,,,,,,,,52.898,53.16,-0.023999999999993804,83,3,100,0,130,1
Cycle_0085,Cycle_Start,2004-01-01 01:24:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,84,3,100,0,130,1
Cycle_0085,System_Initialization,2004-01-01 01:24:05,hydraulic_system,,,,,,-0.05630000000000024,52.887,,,,,,,,,,84,3,100,0,130,1
Cycle_0085,Load_Application,2004-01-01 01:24:15,hydraulic_system,,,,,,,,52.4721,0.6295,,,,,,,,84,3,100,0,130,1
Cycle_0085,Steady_State_Reached,2004-01-01 01:24:35,hydraulic_system,,,,,,,,,,52.98676666666666,0.11100110610059438,,,,,,84,3,100,0,130,1
Cycle_0085,Cooling_Active,2004-01-01 01:24:30,cooler,,,,,,,,,,,,20.62261666666667,1.5415999999999999,,,,84,3,100,0,130,1
Cycle_0085,Cycle_Complete,2004-01-01 01:25:00,hydraulic_system,,,,,,,,,,,,,,52.961,53.168,0.07399999999999807,84,3,100,0,130,1
Cycle_0086,Cycle_Start,2004-01-01 01:25:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,85,3,100,0,130,1
Cycle_0086,System_Initialization,2004-01-01 01:25:05,hydraulic_system,,,,,,-0.058599999999999854,52.91,,,,,,,,,,85,3,100,0,130,1
Cycle_0086,Load_Application,2004-01-01 01:25:15,hydraulic_system,,,,,,,,52.5179,0.6539999999999999,,,,,,,,85,3,100,0,130,1
Cycle_0086,Steady_State_Reached,2004-01-01 01:25:35,hydraulic_system,,,,,,,,,,53.053100000000015,0.1263092369279984,,,,,,85,3,100,0,130,1
Cycle_0086,Cooling_Active,2004-01-01 01:25:30,cooler,,,,,,,,,,,,20.420633333333335,1.5361166666666664,,,,85,3,100,0,130,1
Cycle_0086,Cycle_Complete,2004-01-01 01:26:00,hydraulic_system,,,,,,,,,,,,,,52.953,53.215,0.043000000000006366,85,3,100,0,130,1
Cycle_0087,Cycle_Start,2004-01-01 01:26:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,86,3,100,0,130,1
Cycle_0087,System_Initialization,2004-01-01 01:26:05,hydraulic_system,,,,,,-0.056700000000000014,52.977,,,,,,,,,,86,3,100,0,130,1
Cycle_0087,Load_Application,2004-01-01 01:26:15,hydraulic_system,,,,,,,,52.569500000000005,0.6317999999999999,,,,,,,,86,3,100,0,130,1
Cycle_0087,Steady_State_Reached,2004-01-01 01:26:35,hydraulic_system,,,,,,,,,,53.04606666666667,0.11703729699924208,,,,,,86,3,100,0,130,1
Cycle_0087,Cooling_Active,2004-01-01 01:26:30,cooler,,,,,,,,,,,,20.301949999999994,1.5380666666666667,,,,86,3,100,0,130,1
Cycle_0087,Cycle_Complete,2004-01-01 01:27:00,hydraulic_system,,,,,,,,,,,,,,52.977,53.207,0.0,86,3,100,0,130,1
Cycle_0088,Cycle_Start,2004-01-01 01:27:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,87,3,100,0,130,1
Cycle_0088,System_Initialization,2004-01-01 01:27:05,hydraulic_system,,,,,,-0.05549999999999997,52.977,,,,,,,,,,87,3,100,0,130,1
Cycle_0088,Load_Application,2004-01-01 01:27:15,hydraulic_system,,,,,,,,52.550200000000004,0.6289999999999999,,,,,,,,87,3,100,0,130,1
Cycle_0088,Steady_State_Reached,2004-01-01 01:27:35,hydraulic_system,,,,,,,,,,53.043833333333346,0.12127766580134314,,,,,,87,3,100,0,130,1
Cycle_0088,Cooling_Active,2004-01-01 01:27:30,cooler,,,,,,,,,,,,20.63025,1.5624333333333333,,,,87,3,100,0,130,1
Cycle_0088,Cycle_Complete,2004-01-01 01:28:00,hydraulic_system,,,,,,,,,,,,,,52.996,53.227,0.019000000000005457,87,3,100,0,130,1
Cycle_0089,Cycle_Start,2004-01-01 01:28:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,88,3,100,0,130,1
Cycle_0089,System_Initialization,2004-01-01 01:28:05,hydraulic_system,,,,,,-0.057800000000000296,52.969,,,,,,,,,,88,3,100,0,130,1
Cycle_0089,Load_Application,2004-01-01 01:28:15,hydraulic_system,,,,,,,,52.5757,0.632,,,,,,,,88,3,100,0,130,1
Cycle_0089,Steady_State_Reached,2004-01-01 01:28:35,hydraulic_system,,,,,,,,,,53.095800000000004,0.11947619009660437,,,,,,88,3,100,0,130,1
Cycle_0089,Cooling_Active,2004-01-01 01:28:30,cooler,,,,,,,,,,,,21.12446666666667,1.59845,,,,88,3,100,0,130,1
Cycle_0089,Cycle_Complete,2004-01-01 01:29:00,hydraulic_system,,,,,,,,,,,,,,52.992,53.23,0.022999999999996135,88,3,100,0,130,1
Cycle_0090,Cycle_Start,2004-01-01 01:29:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,89,3,100,0,130,1
Cycle_0090,System_Initialization,2004-01-01 01:29:05,hydraulic_system,,,,,,-0.04919999999999973,52.992,,,,,,,,,,89,3,100,0,130,1
Cycle_0090,Load_Application,2004-01-01 01:29:15,hydraulic_system,,,,,,,,52.636199999999995,0.6251999999999999,,,,,,,,89,3,100,0,130,1
Cycle_0090,Steady_State_Reached,2004-01-01 01:29:35,hydraulic_system,,,,,,,,,,53.120566666666676,0.10754245156629487,,,,,,89,3,100,0,130,1
Cycle_0090,Cooling_Active,2004-01-01 01:29:30,cooler,,,,,,,,,,,,20.986749999999994,1.5908833333333332,,,,89,3,100,0,130,1
Cycle_0090,Cycle_Complete,2004-01-01 01:30:00,hydraulic_system,,,,,,,,,,,,,,53.164,53.234,0.17200000000000415,89,3,100,0,130,1
Cycle_0091,Cycle_Start,2004-01-01 01:30:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,90,3,100,0,130,1
Cycle_0091,System_Initialization,2004-01-01 01:30:05,hydraulic_system,,,,,,-0.05229999999999961,53.074,,,,,,,,,,90,3,100,0,130,1
Cycle_0091,Load_Application,2004-01-01 01:30:15,hydraulic_system,,,,,,,,52.6836,0.6305,,,,,,,,90,3,100,0,130,1
Cycle_0091,Steady_State_Reached,2004-01-01 01:30:35,hydraulic_system,,,,,,,,,,53.12203333333333,0.11298096693199677,,,,,,90,3,100,0,130,1
Cycle_0091,Cooling_Active,2004-01-01 01:30:30,cooler,,,,,,,,,,,,20.96168333333333,1.5882666666666667,,,,90,3,100,0,130,1
Cycle_0091,Cycle_Complete,2004-01-01 01:31:00,hydraulic_system,,,,,,,,,,,,,,53.074,53.312,0.0,90,3,100,0,130,1
Cycle_0092,Cycle_Start,2004-01-01 01:31:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,91,3,100,0,130,1
Cycle_0092,System_Initialization,2004-01-01 01:31:05,hydraulic_system,,,,,,-0.05390000000000015,53.082,,,,,,,,,,91,3,100,0,130,1
Cycle_0092,Load_Application,2004-01-01 01:31:15,hydraulic_system,,,,,,,,52.664,0.6372,,,,,,,,91,3,100,0,130,1
Cycle_0092,Steady_State_Reached,2004-01-01 01:31:35,hydraulic_system,,,,,,,,,,53.16143333333333,0.11006957900447463,,,,,,91,3,100,0,130,1
Cycle_0092,Cooling_Active,2004-01-01 01:31:30,cooler,,,,,,,,,,,,20.987716666666664,1.5918499999999998,,,,91,3,100,0,130,1
Cycle_0092,Cycle_Complete,2004-01-01 01:32:00,hydraulic_system,,,,,,,,,,,,,,53.152,53.312,0.07000000000000028,91,3,100,0,130,1
Cycle_0093,Cycle_Start,2004-01-01 01:32:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,92,3,100,0,130,1
Cycle_0093,System_Initialization,2004-01-01 01:32:05,hydraulic_system,,,,,,-0.05579999999999998,53.148,,,,,,,,,,92,3,100,0,130,1
Cycle_0093,Load_Application,2004-01-01 01:32:15,hydraulic_system,,,,,,,,52.7025,0.6265,,,,,,,,92,3,100,0,130,1
Cycle_0093,Steady_State_Reached,2004-01-01 01:32:35,hydraulic_system,,,,,,,,,,53.183800000000005,0.12268479938443926,,,,,,92,3,100,0,130,1
Cycle_0093,Cooling_Active,2004-01-01 01:32:30,cooler,,,,,,,,,,,,20.871366666666663,1.5776166666666667,,,,92,3,100,0,130,1
Cycle_0093,Cycle_Complete,2004-01-01 01:33:00,hydraulic_system,,,,,,,,,,,,,,53.207,53.395,0.0589999999999975,92,3,100,0,130,1
Cycle_0094,Cycle_Start,2004-01-01 01:33:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,93,3,100,0,130,1
Cycle_0094,System_Initialization,2004-01-01 01:33:05,hydraulic_system,,,,,,-0.05820000000000007,53.152,,,,,,,,,,93,3,100,0,130,1
Cycle_0094,Load_Application,2004-01-01 01:33:15,hydraulic_system,,,,,,,,52.73280000000001,0.6431,,,,,,,,93,3,100,0,130,1
Cycle_0094,Steady_State_Reached,2004-01-01 01:33:35,hydraulic_system,,,,,,,,,,53.204566666666665,0.12630668584397575,,,,,,93,3,100,0,130,1
Cycle_0094,Cooling_Active,2004-01-01 01:33:30,cooler,,,,,,,,,,,,21.109950000000005,1.5903166666666664,,,,93,3,100,0,130,1
Cycle_0094,Cycle_Complete,2004-01-01 01:34:00,hydraulic_system,,,,,,,,,,,,,,53.242,53.402,0.0899999999999963,93,3,100,0,130,1
Cycle_0095,Cycle_Start,2004-01-01 01:34:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,94,3,100,0,130,1
Cycle_0095,System_Initialization,2004-01-01 01:34:05,hydraulic_system,,,,,,-0.052300000000000325,53.191,,,,,,,,,,94,3,100,0,130,1
Cycle_0095,Load_Application,2004-01-01 01:34:15,hydraulic_system,,,,,,,,52.7719,0.6534000000000001,,,,,,,,94,3,100,0,130,1
Cycle_0095,Steady_State_Reached,2004-01-01 01:34:35,hydraulic_system,,,,,,,,,,53.25970000000002,0.14409213487672848,,,,,,94,3,100,0,130,1
Cycle_0095,Cooling_Active,2004-01-01 01:34:30,cooler,,,,,,,,,,,,20.843300000000003,1.5606333333333338,,,,94,3,100,0,130,1
Cycle_0095,Cycle_Complete,2004-01-01 01:35:00,hydraulic_system,,,,,,,,,,,,,,53.23,53.406,0.03899999999999437,94,3,100,0,130,1
Cycle_0096,Cycle_Start,2004-01-01 01:35:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,95,3,100,0,130,1
Cycle_0096,System_Initialization,2004-01-01 01:35:05,hydraulic_system,,,,,,-0.056700000000000014,53.227,,,,,,,,,,95,3,100,0,130,1
Cycle_0096,Load_Application,2004-01-01 01:35:15,hydraulic_system,,,,,,,,52.7694,0.6199999999999999,,,,,,,,95,3,100,0,130,1
Cycle_0096,Steady_State_Reached,2004-01-01 01:35:35,hydraulic_system,,,,,,,,,,53.31323333333333,0.11519655183882771,,,,,,95,3,100,0,130,1
Cycle_0096,Cooling_Active,2004-01-01 01:35:30,cooler,,,,,,,,,,,,21.742616666666667,1.6196166666666663,,,,95,3,100,0,130,1
Cycle_0096,Cycle_Complete,2004-01-01 01:36:00,hydraulic_system,,,,,,,,,,,,,,53.32,53.488,0.09300000000000352,95,3,100,0,130,1
Cycle_0097,Cycle_Start,2004-01-01 01:36:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,96,3,100,0,130,1
Cycle_0097,System_Initialization,2004-01-01 01:36:05,hydraulic_system,,,,,,-0.057399999999999805,53.23,,,,,,,,,,96,3,100,0,130,1
Cycle_0097,Load_Application,2004-01-01 01:36:15,hydraulic_system,,,,,,,,52.8113,0.6260999999999999,,,,,,,,96,3,100,0,130,1
Cycle_0097,Steady_State_Reached,2004-01-01 01:36:35,hydraulic_system,,,,,,,,,,53.31963333333333,0.10856134466538088,,,,,,96,3,100,0,130,1
Cycle_0097,Cooling_Active,2004-01-01 01:36:30,cooler,,,,,,,,,,,,20.824583333333337,1.5608666666666662,,,,96,3,100,0,130,1
Cycle_0097,Cycle_Complete,2004-01-01 01:37:00,hydraulic_system,,,,,,,,,,,,,,53.312,53.48,0.08200000000000074,96,3,100,0,130,1
Cycle_0098,Cycle_Start,2004-01-01 01:37:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,97,3,100,0,130,1
Cycle_0098,System_Initialization,2004-01-01 01:37:05,hydraulic_system,,,,,,-0.04690000000000012,53.219,,,,,,,,,,97,3,100,0,130,1
Cycle_0098,Load_Application,2004-01-01 01:37:15,hydraulic_system,,,,,,,,52.826499999999996,0.6287,,,,,,,,97,3,100,0,130,1
Cycle_0098,Steady_State_Reached,2004-01-01 01:37:35,hydraulic_system,,,,,,,,,,53.333666666666666,0.1307678179913636,,,,,,97,3,100,0,130,1
Cycle_0098,Cooling_Active,2004-01-01 01:37:30,cooler,,,,,,,,,,,,19.967350000000003,1.5157166666666666,,,,97,3,100,0,130,1
Cycle_0098,Cycle_Complete,2004-01-01 01:38:00,hydraulic_system,,,,,,,,,,,,,,53.32,53.508,0.10099999999999909,97,3,100,0,130,1
Cycle_0099,Cycle_Start,2004-01-01 01:38:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,98,3,100,0,130,1
Cycle_0099,System_Initialization,2004-01-01 01:38:05,hydraulic_system,,,,,,-0.05579999999999998,53.32,,,,,,,,,,98,3,100,0,130,1
Cycle_0099,Load_Application,2004-01-01 01:38:15,hydraulic_system,,,,,,,,52.86490000000001,0.6318999999999999,,,,,,,,98,3,100,0,130,1
Cycle_0099,Steady_State_Reached,2004-01-01 01:38:35,hydraulic_system,,,,,,,,,,53.3455,0.09791416308856077,,,,,,98,3,100,0,130,1
Cycle_0099,Cooling_Active,2004-01-01 01:38:30,cooler,,,,,,,,,,,,19.7246,1.5094666666666667,,,,98,3,100,0,130,1
Cycle_0099,Cycle_Complete,2004-01-01 01:39:00,hydraulic_system,,,,,,,,,,,,,,53.293,53.5,-0.027000000000001023,98,3,100,0,130,1
Cycle_0100,Cycle_Start,2004-01-01 01:39:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,99,3,100,0,130,1
Cycle_0100,System_Initialization,2004-01-01 01:39:05,hydraulic_system,,,,,,-0.05820000000000007,53.324,,,,,,,,,,99,3,100,0,130,1
Cycle_0100,Load_Application,2004-01-01 01:39:15,hydraulic_system,,,,,,,,52.865300000000005,0.6749,,,,,,,,99,3,100,0,130,1
Cycle_0100,Steady_State_Reached,2004-01-01 01:39:35,hydraulic_system,,,,,,,,,,53.331266666666664,0.10090191056444624,,,,,,99,3,100,0,130,1
Cycle_0100,Cooling_Active,2004-01-01 01:39:30,cooler,,,,,,,,,,,,19.833983333333336,1.5099666666666667,,,,99,3,100,0,130,1
Cycle_0100,Cycle_Complete,2004-01-01 01:40:00,hydraulic_system,,,,,,,,,,,,,,53.293,53.473,-0.030999999999998806,99,3,100,0,130,1
Cycle_0101,Cycle_Start,2004-01-01 01:40:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,100,3,100,0,130,1
Cycle_0101,System_Initialization,2004-01-01 01:40:05,hydraulic_system,,,,,,-0.04960000000000022,53.219,,,,,,,,,,100,3,100,0,130,1
Cycle_0101,Load_Application,2004-01-01 01:40:15,hydraulic_system,,,,,,,,52.88000000000001,0.6601,,,,,,,,100,3,100,0,130,1
Cycle_0101,Steady_State_Reached,2004-01-01 01:40:35,hydraulic_system,,,,,,,,,,53.427366666666664,0.10208411020112611,,,,,,100,3,100,0,130,1
Cycle_0101,Cooling_Active,2004-01-01 01:40:30,cooler,,,,,,,,,,,,19.70531666666667,1.50475,,,,100,3,100,0,130,1
Cycle_0101,Cycle_Complete,2004-01-01 01:41:00,hydraulic_system,,,,,,,,,,,,,,53.395,53.562,0.17600000000000193,100,3,100,0,130,1
Cycle_0102,Cycle_Start,2004-01-01 01:41:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,101,3,100,0,130,1
Cycle_0102,System_Initialization,2004-01-01 01:41:05,hydraulic_system,,,,,,-0.05629999999999953,53.379,,,,,,,,,,101,3,100,0,130,1
Cycle_0102,Load_Application,2004-01-01 01:41:15,hydraulic_system,,,,,,,,52.889700000000005,0.6336999999999999,,,,,,,,101,3,100,0,130,1
Cycle_0102,Steady_State_Reached,2004-01-01 01:41:35,hydraulic_system,,,,,,,,,,53.35680000000001,0.10468823556955509,,,,,,101,3,100,0,130,1
Cycle_0102,Cooling_Active,2004-01-01 01:41:30,cooler,,,,,,,,,,,,19.66011666666667,1.51085,,,,101,3,100,0,130,1
Cycle_0102,Cycle_Complete,2004-01-01 01:42:00,hydraulic_system,,,,,,,,,,,,,,53.391,53.484,0.012000000000000455,101,3,100,0,130,1
Cycle_0103,Cycle_Start,2004-01-01 01:42:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,102,3,100,0,130,1
Cycle_0103,System_Initialization,2004-01-01 01:42:05,hydraulic_system,,,,,,-0.05700000000000003,53.379,,,,,,,,,,102,3,100,0,130,1
Cycle_0103,Load_Application,2004-01-01 01:42:15,hydraulic_system,,,,,,,,52.900800000000004,0.65,,,,,,,,102,3,100,0,130,1
Cycle_0103,Steady_State_Reached,2004-01-01 01:42:35,hydraulic_system,,,,,,,,,,53.38803333333332,0.09544264711798846,,,,,,102,3,100,0,130,1
Cycle_0103,Cooling_Active,2004-01-01 01:42:30,cooler,,,,,,,,,,,,19.686716666666666,1.51915,,,,102,3,100,0,130,1
Cycle_0103,Cycle_Complete,2004-01-01 01:43:00,hydraulic_system,,,,,,,,,,,,,,53.414,53.574,0.035000000000003695,102,3,100,0,130,1
Cycle_0104,Cycle_Start,2004-01-01 01:43:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,103,3,100,0,130,1
Cycle_0104,System_Initialization,2004-01-01 01:43:05,hydraulic_system,,,,,,-0.057399999999999805,53.418,,,,,,,,,,103,3,100,0,130,1
Cycle_0104,Load_Application,2004-01-01 01:43:15,hydraulic_system,,,,,,,,52.9594,0.6439999999999999,,,,,,,,103,3,100,0,130,1
Cycle_0104,Steady_State_Reached,2004-01-01 01:43:35,hydraulic_system,,,,,,,,,,53.41273333333333,0.10288146361495674,,,,,,103,3,100,0,130,1
Cycle_0104,Cooling_Active,2004-01-01 01:43:30,cooler,,,,,,,,,,,,19.920716666666667,1.5299333333333331,,,,103,3,100,0,130,1
Cycle_0104,Cycle_Complete,2004-01-01 01:44:00,hydraulic_system,,,,,,,,,,,,,,53.418,53.59,0.0,103,3,100,0,130,1
Cycle_0105,Cycle_Start,2004-01-01 01:44:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,,,104,3,100,0,130,1
