case_id,activity,timestamp,resource,cooler_condition,valve_condition,pump_condition,accumulator_condition,stable_flag,load_temp,vibration,steady_state_temp,temp_stability,cooling_efficiency,cooling_power,final_temp,max_temp,temp_rise,warning_reason
Cycle_0043,Cycle_Start,2004-01-01 00:42:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0043,Load_Application,2004-01-01 00:42:15,hydraulic_system,,,,,,50.688100000000006,0.6141000000000001,,,,,,,,
Cycle_0043,Steady_State_Reached,2004-01-01 00:42:35,hydraulic_system,,,,,,,,51.21056666666665,0.14458139191780103,,,,,,
Cycle_0043,Cooling_Active,2004-01-01 00:42:30,cooler,,,,,,,,,,18.97966666666667,1.4568833333333333,,,,
Cycle_0043,Cycle_Warning,2004-01-01 00:43:00,hydraulic_system,,,,,,,,,,,,51.207,51.395,0.07800000000000296,abnormal_temperature
Cycle_0044,Cycle_Start,2004-01-01 00:43:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0044,Load_Application,2004-01-01 00:43:15,hydraulic_system,,,,,,50.730900000000005,0.6464000000000001,,,,,,,,
Cycle_0044,Steady_State_Reached,2004-01-01 00:43:35,hydraulic_system,,,,,,,,51.24593333333333,0.15426210019170541,,,,,,
Cycle_0044,Cooling_Active,2004-01-01 00:43:30,cooler,,,,,,,,,,19.26975,1.4838333333333331,,,,
Cycle_0044,Cycle_Warning,2004-01-01 00:44:00,hydraulic_system,,,,,,,,,,,,51.297,51.398,0.08599999999999852,abnormal_temperature
Cycle_0045,Cycle_Start,2004-01-01 00:44:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0045,Load_Application,2004-01-01 00:44:15,hydraulic_system,,,,,,50.799,0.6314,,,,,,,,
Cycle_0045,Steady_State_Reached,2004-01-01 00:44:35,hydraulic_system,,,,,,,,51.33066666666666,0.1269530972008517,,,,,,
Cycle_0045,Cooling_Active,2004-01-01 00:44:30,cooler,,,,,,,,,,19.124633333333332,1.4744999999999997,,,,
Cycle_0045,Cycle_Warning,2004-01-01 00:45:00,hydraulic_system,,,,,,,,,,,,51.305,51.477,-0.011000000000002785,abnormal_temperature
Cycle_0046,Cycle_Start,2004-01-01 00:45:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0046,Load_Application,2004-01-01 00:45:15,hydraulic_system,,,,,,50.859899999999996,0.6414000000000001,,,,,,,,
Cycle_0046,Steady_State_Reached,2004-01-01 00:45:35,hydraulic_system,,,,,,,,51.34109999999999,0.1328385862616731,,,,,,
Cycle_0046,Cooling_Active,2004-01-01 00:45:30,cooler,,,,,,,,,,19.306649999999998,1.4863000000000002,,,,
Cycle_0046,Cycle_Warning,2004-01-01 00:46:00,hydraulic_system,,,,,,,,,,,,51.391,51.484,0.0940000000000012,abnormal_temperature
Cycle_0047,Cycle_Start,2004-01-01 00:46:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0047,Load_Application,2004-01-01 00:46:15,hydraulic_system,,,,,,50.9306,0.6445000000000001,,,,,,,,
Cycle_0047,Steady_State_Reached,2004-01-01 00:46:35,hydraulic_system,,,,,,,,51.41673333333334,0.12528552279582092,,,,,,
Cycle_0047,Cooling_Active,2004-01-01 00:46:30,cooler,,,,,,,,,,19.37135,1.4947833333333336,,,,
Cycle_0047,Cycle_Warning,2004-01-01 00:47:00,hydraulic_system,,,,,,,,,,,,51.437,51.566,0.0659999999999954,abnormal_temperature
Cycle_0048,Cycle_Start,2004-01-01 00:47:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0048,Load_Application,2004-01-01 00:47:15,hydraulic_system,,,,,,50.9872,0.6119999999999999,,,,,,,,
Cycle_0048,Steady_State_Reached,2004-01-01 00:47:35,hydraulic_system,,,,,,,,51.492866666666664,0.1214033863704897,,,,,,
Cycle_0048,Cooling_Active,2004-01-01 00:47:30,cooler,,,,,,,,,,19.592466666666667,1.511033333333334,,,,
Cycle_0048,Cycle_Warning,2004-01-01 00:48:00,hydraulic_system,,,,,,,,,,,,51.445,51.656,0.008000000000002672,abnormal_temperature
Cycle_0049,Cycle_Start,2004-01-01 00:48:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0049,Load_Application,2004-01-01 00:48:15,hydraulic_system,,,,,,50.996300000000005,0.6222000000000001,,,,,,,,
Cycle_0049,Steady_State_Reached,2004-01-01 00:48:35,hydraulic_system,,,,,,,,51.53869999999999,0.12444253024321435,,,,,,
Cycle_0049,Cooling_Active,2004-01-01 00:48:30,cooler,,,,,,,,,,19.549249999999997,1.5071833333333335,,,,
Cycle_0049,Cycle_Warning,2004-01-01 00:49:00,hydraulic_system,,,,,,,,,,,,51.57,51.727,0.12100000000000222,abnormal_temperature
Cycle_0050,Cycle_Start,2004-01-01 00:49:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0050,Load_Application,2004-01-01 00:49:15,hydraulic_system,,,,,,51.0755,0.6188,,,,,,,,
Cycle_0050,Steady_State_Reached,2004-01-01 00:49:35,hydraulic_system,,,,,,,,51.61276666666666,0.12330549685863676,,,,,,
Cycle_0050,Cooling_Active,2004-01-01 00:49:30,cooler,,,,,,,,,,19.6313,1.5156666666666667,,,,
Cycle_0050,Cycle_Warning,2004-01-01 00:50:00,hydraulic_system,,,,,,,,,,,,51.664,51.742,0.17600000000000193,abnormal_temperature
Cycle_0051,Cycle_Start,2004-01-01 00:50:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0051,Load_Application,2004-01-01 00:50:15,hydraulic_system,,,,,,51.163900000000005,0.6181000000000001,,,,,,,,
Cycle_0051,Steady_State_Reached,2004-01-01 00:50:35,hydraulic_system,,,,,,,,51.658233333333335,0.13889028843739262,,,,,,
Cycle_0051,Cooling_Active,2004-01-01 00:50:30,cooler,,,,,,,,,,19.808566666666664,1.5285333333333333,,,,
Cycle_0051,Cycle_Warning,2004-01-01 00:51:00,hydraulic_system,,,,,,,,,,,,51.645,51.809,0.09000000000000341,abnormal_temperature
Cycle_0052,Cycle_Start,2004-01-01 00:51:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0052,Load_Application,2004-01-01 00:51:15,hydraulic_system,,,,,,51.1904,0.6586000000000001,,,,,,,,
Cycle_0052,Steady_State_Reached,2004-01-01 00:51:35,hydraulic_system,,,,,,,,51.7064,0.1359893623290684,,,,,,
Cycle_0052,Cooling_Active,2004-01-01 00:51:30,cooler,,,,,,,,,,19.529083333333332,1.5066333333333333,,,,
Cycle_0052,Cycle_Warning,2004-01-01 00:52:00,hydraulic_system,,,,,,,,,,,,51.73,51.898,0.08199999999999363,abnormal_temperature
Cycle_0053,Cycle_Start,2004-01-01 00:52:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0053,Load_Application,2004-01-01 00:52:15,hydraulic_system,,,,,,51.2414,0.5902,,,,,,,,
Cycle_0053,Steady_State_Reached,2004-01-01 00:52:35,hydraulic_system,,,,,,,,51.7521,0.1296097604349304,,,,,,
Cycle_0053,Cooling_Active,2004-01-01 00:52:30,cooler,,,,,,,,,,19.512266666666665,1.5076500000000002,,,,
Cycle_0053,Cycle_Warning,2004-01-01 00:53:00,hydraulic_system,,,,,,,,,,,,51.715,51.926,0.012000000000000455,abnormal_temperature
Cycle_0054,Cycle_Start,2004-01-01 00:53:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0054,Load_Application,2004-01-01 00:53:15,hydraulic_system,,,,,,51.3001,0.6283999999999998,,,,,,,,
Cycle_0054,Steady_State_Reached,2004-01-01 00:53:35,hydraulic_system,,,,,,,,51.788033333333345,0.1081297009254268,,,,,,
Cycle_0054,Cooling_Active,2004-01-01 00:53:30,cooler,,,,,,,,,,19.745649999999998,1.5256,,,,
Cycle_0054,Cycle_Warning,2004-01-01 00:54:00,hydraulic_system,,,,,,,,,,,,51.805,51.898,0.06300000000000239,abnormal_temperature
Cycle_0055,Cycle_Start,2004-01-01 00:54:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0055,Load_Application,2004-01-01 00:54:15,hydraulic_system,,,,,,51.34559999999999,0.6607000000000001,,,,,,,,
Cycle_0055,Steady_State_Reached,2004-01-01 00:54:35,hydraulic_system,,,,,,,,51.842533333333336,0.10093784666263264,,,,,,
Cycle_0055,Cooling_Active,2004-01-01 00:54:30,cooler,,,,,,,,,,19.87916666666667,1.5401833333333335,,,,
Cycle_0055,Cycle_Warning,2004-01-01 00:55:00,hydraulic_system,,,,,,,,,,,,51.797,51.969,0.06700000000000017,abnormal_temperature
Cycle_0056,Cycle_Start,2004-01-01 00:55:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0056,Load_Application,2004-01-01 00:55:15,hydraulic_system,,,,,,51.3817,0.6167999999999998,,,,,,,,
Cycle_0056,Steady_State_Reached,2004-01-01 00:55:35,hydraulic_system,,,,,,,,51.88056666666668,0.13151113598813183,,,,,,
Cycle_0056,Cooling_Active,2004-01-01 00:55:30,cooler,,,,,,,,,,19.571283333333334,1.5112833333333335,,,,
Cycle_0056,Cycle_Warning,2004-01-01 00:56:00,hydraulic_system,,,,,,,,,,,,51.887,52.059,0.0940000000000012,abnormal_temperature
Cycle_0057,Cycle_Start,2004-01-01 00:56:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0057,Load_Application,2004-01-01 00:56:15,hydraulic_system,,,,,,51.4298,0.6324,,,,,,,,
Cycle_0057,Steady_State_Reached,2004-01-01 00:56:35,hydraulic_system,,,,,,,,51.88263333333335,0.11445857571871049,,,,,,
Cycle_0057,Cooling_Active,2004-01-01 00:56:30,cooler,,,,,,,,,,19.413766666666664,1.5036999999999998,,,,
Cycle_0057,Cycle_Warning,2004-01-01 00:57:00,hydraulic_system,,,,,,,,,,,,51.887,52.051,0.003999999999997783,abnormal_temperature
Cycle_0058,Cycle_Start,2004-01-01 00:57:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0058,Load_Application,2004-01-01 00:57:15,hydraulic_system,,,,,,51.4481,0.631,,,,,,,,
Cycle_0058,Steady_State_Reached,2004-01-01 00:57:35,hydraulic_system,,,,,,,,51.92686666666667,0.08747294184806831,,,,,,
Cycle_0058,Cooling_Active,2004-01-01 00:57:30,cooler,,,,,,,,,,19.57806666666667,1.5188333333333333,,,,
Cycle_0058,Cycle_Warning,2004-01-01 00:58:00,hydraulic_system,,,,,,,,,,,,51.887,52.059,0.0,abnormal_temperature
Cycle_0059,Cycle_Start,2004-01-01 00:58:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0059,Load_Application,2004-01-01 00:58:15,hydraulic_system,,,,,,51.46659999999999,0.6298,,,,,,,,
Cycle_0059,Steady_State_Reached,2004-01-01 00:58:35,hydraulic_system,,,,,,,,51.993233333333336,0.13785153446935453,,,,,,
Cycle_0059,Cooling_Active,2004-01-01 00:58:30,cooler,,,,,,,,,,20.157249999999998,1.564016666666667,,,,
Cycle_0059,Cycle_Warning,2004-01-01 00:59:00,hydraulic_system,,,,,,,,,,,,51.965,52.141,0.07400000000000517,abnormal_temperature
Cycle_0060,Cycle_Start,2004-01-01 00:59:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0060,Load_Application,2004-01-01 00:59:15,hydraulic_system,,,,,,51.51590000000001,0.6392999999999999,,,,,,,,
Cycle_0060,Steady_State_Reached,2004-01-01 00:59:35,hydraulic_system,,,,,,,,52.02819999999999,0.11587965021233629,,,,,,
Cycle_0060,Cooling_Active,2004-01-01 00:59:30,cooler,,,,,,,,,,19.660583333333328,1.5245499999999998,,,,
Cycle_0060,Cycle_Warning,2004-01-01 01:00:00,hydraulic_system,,,,,,,,,,,,51.977,52.148,0.09399999999999409,abnormal_temperature
Cycle_0061,Cycle_Start,2004-01-01 01:00:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0061,Load_Application,2004-01-01 01:00:15,hydraulic_system,,,,,,51.5686,0.6146,,,,,,,,
Cycle_0061,Steady_State_Reached,2004-01-01 01:00:35,hydraulic_system,,,,,,,,52.05806666666667,0.10001197706052864,,,,,,
Cycle_0061,Cooling_Active,2004-01-01 01:00:30,cooler,,,,,,,,,,19.66935,1.5283166666666665,,,,
Cycle_0061,Cycle_Warning,2004-01-01 01:01:00,hydraulic_system,,,,,,,,,,,,51.984,52.219,0.027000000000001023,abnormal_temperature
Cycle_0062,Cycle_Start,2004-01-01 01:01:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0062,Load_Application,2004-01-01 01:01:15,hydraulic_system,,,,,,51.59590000000001,0.6205,,,,,,,,
Cycle_0062,Steady_State_Reached,2004-01-01 01:01:35,hydraulic_system,,,,,,,,52.069100000000006,0.10831446502352915,,,,,,
Cycle_0062,Cooling_Active,2004-01-01 01:01:30,cooler,,,,,,,,,,20.116116666666667,1.5620666666666667,,,,
Cycle_0062,Cycle_Warning,2004-01-01 01:02:00,hydraulic_system,,,,,,,,,,,,51.969,52.223,-0.01099999999999568,abnormal_temperature
Cycle_0063,Cycle_Start,2004-01-01 01:02:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0063,Load_Application,2004-01-01 01:02:15,hydraulic_system,,,,,,51.5683,0.6299999999999999,,,,,,,,
Cycle_0063,Steady_State_Reached,2004-01-01 01:02:35,hydraulic_system,,,,,,,,52.038166666666676,0.11021768863884178,,,,,,
Cycle_0063,Cooling_Active,2004-01-01 01:02:30,cooler,,,,,,,,,,20.124383333333334,1.5654000000000001,,,,
Cycle_0063,Cycle_Warning,2004-01-01 01:03:00,hydraulic_system,,,,,,,,,,,,52.059,52.23,0.07900000000000063,abnormal_temperature
Cycle_0064,Cycle_Start,2004-01-01 01:03:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0064,Load_Application,2004-01-01 01:03:15,hydraulic_system,,,,,,51.6657,0.6258,,,,,,,,
Cycle_0064,Steady_State_Reached,2004-01-01 01:03:35,hydraulic_system,,,,,,,,52.101333333333336,0.11446377398791094,,,,,,
Cycle_0064,Cooling_Active,2004-01-01 01:03:30,cooler,,,,,,,,,,20.065866666666672,1.562683333333333,,,,
Cycle_0064,Cycle_Warning,2004-01-01 01:04:00,hydraulic_system,,,,,,,,,,,,52.102,52.23,0.03999999999999915,abnormal_temperature
Cycle_0065,Cycle_Start,2004-01-01 01:04:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0065,Load_Application,2004-01-01 01:04:15,hydraulic_system,,,,,,51.63399999999999,0.6389,,,,,,,,
Cycle_0065,Steady_State_Reached,2004-01-01 01:04:35,hydraulic_system,,,,,,,,52.1544,0.12359924487363676,,,,,,
Cycle_0065,Cooling_Active,2004-01-01 01:04:30,cooler,,,,,,,,,,20.343816666666665,1.5829333333333329,,,,
Cycle_0065,Cycle_Warning,2004-01-01 01:05:00,hydraulic_system,,,,,,,,,,,,52.07,52.324,0.0,abnormal_temperature
Cycle_0066,Cycle_Start,2004-01-01 01:05:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0066,Load_Application,2004-01-01 01:05:15,hydraulic_system,,,,,,51.67100000000001,0.6328,,,,,,,,
Cycle_0066,Steady_State_Reached,2004-01-01 01:05:35,hydraulic_system,,,,,,,,52.13539999999999,0.13468125333542136,,,,,,
Cycle_0066,Cooling_Active,2004-01-01 01:05:30,cooler,,,,,,,,,,20.481683333333326,1.5944333333333334,,,,
Cycle_0066,Cycle_Warning,2004-01-01 01:06:00,hydraulic_system,,,,,,,,,,,,52.117,52.324,0.0659999999999954,abnormal_temperature
Cycle_0067,Cycle_Start,2004-01-01 01:06:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0067,Load_Application,2004-01-01 01:06:15,hydraulic_system,,,,,,51.72109999999999,0.6249,,,,,,,,
Cycle_0067,Steady_State_Reached,2004-01-01 01:06:35,hydraulic_system,,,,,,,,52.14779999999999,0.10668626903214883,,,,,,
Cycle_0067,Cooling_Active,2004-01-01 01:06:30,cooler,,,,,,,,,,19.52975,1.5232833333333333,,,,
Cycle_0067,Cycle_Warning,2004-01-01 01:07:00,hydraulic_system,,,,,,,,,,,,52.137,52.316,0.008000000000002672,abnormal_temperature
Cycle_0068,Cycle_Start,2004-01-01 01:07:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0068,Load_Application,2004-01-01 01:07:15,hydraulic_system,,,,,,51.7288,0.6285999999999999,,,,,,,,
Cycle_0068,Steady_State_Reached,2004-01-01 01:07:35,hydraulic_system,,,,,,,,52.19653333333333,0.1219898174256995,,,,,,
Cycle_0068,Cooling_Active,2004-01-01 01:07:30,cooler,,,,,,,,,,19.747399999999995,1.5364000000000002,,,,
Cycle_0068,Cycle_Warning,2004-01-01 01:08:00,hydraulic_system,,,,,,,,,,,,52.137,52.324,0.035000000000003695,abnormal_temperature
Cycle_0069,Cycle_Start,2004-01-01 01:08:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0069,Load_Application,2004-01-01 01:08:15,hydraulic_system,,,,,,51.7269,0.6463,,,,,,,,
Cycle_0069,Steady_State_Reached,2004-01-01 01:08:35,hydraulic_system,,,,,,,,52.22179999999999,0.09503943041355666,,,,,,
Cycle_0069,Cooling_Active,2004-01-01 01:08:30,cooler,,,,,,,,,,19.964049999999997,1.5550333333333333,,,,
Cycle_0069,Cycle_Warning,2004-01-01 01:09:00,hydraulic_system,,,,,,,,,,,,52.297,52.312,0.1599999999999966,abnormal_temperature
Cycle_0070,Cycle_Start,2004-01-01 01:09:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0070,Load_Application,2004-01-01 01:09:15,hydraulic_system,,,,,,51.803200000000004,0.6343,,,,,,,,
Cycle_0070,Steady_State_Reached,2004-01-01 01:09:35,hydraulic_system,,,,,,,,52.285833333333336,0.09770741470783528,,,,,,
Cycle_0070,Cooling_Active,2004-01-01 01:09:30,cooler,,,,,,,,,,20.214983333333333,1.5721333333333336,,,,
Cycle_0070,Cycle_Warning,2004-01-01 01:10:00,hydraulic_system,,,,,,,,,,,,52.301,52.477,0.09000000000000341,abnormal_temperature
Cycle_0071,Cycle_Start,2004-01-01 01:10:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0071,Load_Application,2004-01-01 01:10:15,hydraulic_system,,,,,,51.8101,0.6304000000000001,,,,,,,,
Cycle_0071,Steady_State_Reached,2004-01-01 01:10:35,hydraulic_system,,,,,,,,52.280566666666665,0.08412676281791781,,,,,,
Cycle_0071,Cooling_Active,2004-01-01 01:10:30,cooler,,,,,,,,,,19.581899999999997,1.5195500000000002,,,,
Cycle_0071,Cycle_Warning,2004-01-01 01:11:00,hydraulic_system,,,,,,,,,,,,52.301,52.402,-0.015000000000000568,abnormal_temperature
Cycle_0072,Cycle_Start,2004-01-01 01:11:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0072,Load_Application,2004-01-01 01:11:15,hydraulic_system,,,,,,51.85850000000001,0.6221,,,,,,,,
Cycle_0072,Steady_State_Reached,2004-01-01 01:11:35,hydraulic_system,,,,,,,,52.352533333333334,0.13016777208237432,,,,,,
Cycle_0072,Cooling_Active,2004-01-01 01:11:30,cooler,,,,,,,,,,19.517833333333336,1.5023833333333334,,,,
Cycle_0072,Cycle_Warning,2004-01-01 01:12:00,hydraulic_system,,,,,,,,,,,,52.312,52.562,-0.0040000000000048885,abnormal_temperature
Cycle_0073,Cycle_Start,2004-01-01 01:12:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0073,Load_Application,2004-01-01 01:12:15,hydraulic_system,,,,,,51.917899999999996,0.6458,,,,,,,,
Cycle_0073,Steady_State_Reached,2004-01-01 01:12:35,hydraulic_system,,,,,,,,52.44396666666665,0.12782448470026742,,,,,,
Cycle_0073,Cooling_Active,2004-01-01 01:12:30,cooler,,,,,,,,,,19.70911666666667,1.4917500000000001,,,,
Cycle_0073,Cycle_Warning,2004-01-01 01:13:00,hydraulic_system,,,,,,,,,,,,52.469,52.57,0.14099999999999824,abnormal_temperature
Cycle_0074,Cycle_Start,2004-01-01 01:13:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0074,Load_Application,2004-01-01 01:13:15,hydraulic_system,,,,,,52.015,0.6385000000000001,,,,,,,,
Cycle_0074,Steady_State_Reached,2004-01-01 01:13:35,hydraulic_system,,,,,,,,52.52359999999998,0.13600284310753627,,,,,,
Cycle_0074,Cooling_Active,2004-01-01 01:13:30,cooler,,,,,,,,,,19.856616666666664,1.4921833333333334,,,,
Cycle_0074,Cycle_Warning,2004-01-01 01:14:00,hydraulic_system,,,,,,,,,,,,52.473,52.742,0.07099999999999795,abnormal_temperature
Cycle_0075,Cycle_Start,2004-01-01 01:14:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0075,Load_Application,2004-01-01 01:14:15,hydraulic_system,,,,,,52.066700000000004,0.6315,,,,,,,,
Cycle_0075,Steady_State_Reached,2004-01-01 01:14:35,hydraulic_system,,,,,,,,52.55396666666665,0.1126953070106392,,,,,,
Cycle_0075,Cooling_Active,2004-01-01 01:14:30,cooler,,,,,,,,,,21.098683333333334,1.58315,,,,
Cycle_0075,Cycle_Warning,2004-01-01 01:15:00,hydraulic_system,,,,,,,,,,,,52.566,52.738,0.08900000000000574,abnormal_temperature
Cycle_0076,Cycle_Start,2004-01-01 01:15:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0076,Load_Application,2004-01-01 01:15:15,hydraulic_system,,,,,,52.0499,0.6358,,,,,,,,
Cycle_0076,Steady_State_Reached,2004-01-01 01:15:35,hydraulic_system,,,,,,,,52.570366666666665,0.11940616492552772,,,,,,
Cycle_0076,Cooling_Active,2004-01-01 01:15:30,cooler,,,,,,,,,,20.320100000000004,1.52825,,,,
Cycle_0076,Cycle_Warning,2004-01-01 01:16:00,hydraulic_system,,,,,,,,,,,,52.562,52.734,0.0659999999999954,abnormal_temperature
Cycle_0077,Cycle_Start,2004-01-01 01:16:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0077,Load_Application,2004-01-01 01:16:15,hydraulic_system,,,,,,52.15069999999999,0.6469,,,,,,,,
Cycle_0077,Steady_State_Reached,2004-01-01 01:16:35,hydraulic_system,,,,,,,,52.674666666666674,0.13320944244142663,,,,,,
Cycle_0077,Cooling_Active,2004-01-01 01:16:30,cooler,,,,,,,,,,20.200433333333326,1.5207000000000002,,,,
Cycle_0077,Cycle_Warning,2004-01-01 01:17:00,hydraulic_system,,,,,,,,,,,,52.645,52.836,0.09000000000000341,abnormal_temperature
Cycle_0078,Cycle_Start,2004-01-01 01:17:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0078,Load_Application,2004-01-01 01:17:15,hydraulic_system,,,,,,52.212700000000005,0.6331,,,,,,,,
Cycle_0078,Steady_State_Reached,2004-01-01 01:17:35,hydraulic_system,,,,,,,,52.742333333333335,0.11482460053877373,,,,,,
Cycle_0078,Cooling_Active,2004-01-01 01:17:30,cooler,,,,,,,,,,20.590599999999995,1.5467000000000002,,,,
Cycle_0078,Cycle_Warning,2004-01-01 01:18:00,hydraulic_system,,,,,,,,,,,,52.648,52.902,0.0030000000000001137,abnormal_temperature
Cycle_0079,Cycle_Start,2004-01-01 01:18:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0079,Load_Application,2004-01-01 01:18:15,hydraulic_system,,,,,,52.26279999999999,0.6515000000000001,,,,,,,,
Cycle_0079,Steady_State_Reached,2004-01-01 01:18:35,hydraulic_system,,,,,,,,52.78626666666666,0.12700811872562395,,,,,,
Cycle_0079,Cooling_Active,2004-01-01 01:18:30,cooler,,,,,,,,,,20.643633333333337,1.54895,,,,
Cycle_0079,Cycle_Warning,2004-01-01 01:19:00,hydraulic_system,,,,,,,,,,,,52.809,52.98,0.1529999999999987,abnormal_temperature
Cycle_0080,Cycle_Start,2004-01-01 01:19:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0080,Load_Application,2004-01-01 01:19:15,hydraulic_system,,,,,,52.337700000000005,0.6327,,,,,,,,
Cycle_0080,Steady_State_Reached,2004-01-01 01:19:35,hydraulic_system,,,,,,,,52.8357,0.111274180892664,,,,,,
Cycle_0080,Cooling_Active,2004-01-01 01:19:30,cooler,,,,,,,,,,20.832816666666663,1.5637166666666669,,,,
Cycle_0080,Cycle_Warning,2004-01-01 01:20:00,hydraulic_system,,,,,,,,,,,,52.793,52.988,0.003999999999997783,abnormal_temperature
Cycle_0081,Cycle_Start,2004-01-01 01:20:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0081,Load_Application,2004-01-01 01:20:15,hydraulic_system,,,,,,52.3276,0.658,,,,,,,,
Cycle_0081,Steady_State_Reached,2004-01-01 01:20:35,hydraulic_system,,,,,,,,52.8102,0.14008150008715237,,,,,,
Cycle_0081,Cooling_Active,2004-01-01 01:20:30,cooler,,,,,,,,,,20.705933333333334,1.55425,,,,
Cycle_0081,Cycle_Warning,2004-01-01 01:21:00,hydraulic_system,,,,,,,,,,,,52.793,52.992,-0.008000000000002672,abnormal_temperature
Cycle_0082,Cycle_Start,2004-01-01 01:21:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0082,Load_Application,2004-01-01 01:21:15,hydraulic_system,,,,,,52.3971,0.6578999999999999,,,,,,,,
Cycle_0082,Steady_State_Reached,2004-01-01 01:21:35,hydraulic_system,,,,,,,,52.91863333333333,0.1201433819326816,,,,,,
Cycle_0082,Cooling_Active,2004-01-01 01:21:30,cooler,,,,,,,,,,20.2799,1.5174833333333333,,,,
Cycle_0082,Cycle_Warning,2004-01-01 01:22:00,hydraulic_system,,,,,,,,,,,,52.91,53.074,0.10899999999999466,abnormal_temperature
Cycle_0083,Cycle_Start,2004-01-01 01:22:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0083,Load_Application,2004-01-01 01:22:15,hydraulic_system,,,,,,52.4615,0.6481000000000001,,,,,,,,
Cycle_0083,Steady_State_Reached,2004-01-01 01:22:35,hydraulic_system,,,,,,,,52.93156666666666,0.10719163006296428,,,,,,
Cycle_0083,Cooling_Active,2004-01-01 01:22:30,cooler,,,,,,,,,,20.90396666666667,1.5594000000000001,,,,
Cycle_0083,Cycle_Warning,2004-01-01 01:23:00,hydraulic_system,,,,,,,,,,,,52.91,53.074,0.08199999999999363,abnormal_temperature
Cycle_0084,Cycle_Start,2004-01-01 01:23:00,hydraulic_system,3.0,100.0,0.0,130.0,1.0,,,,,,,,,,
Cycle_0084,Load_Application,2004-01-01 01:23:15,hydraulic_system,,,,,,52.485699999999994,0.6406000000000001,,,,,,,,
Cycle_0084,Steady_State_Reached,2004-01-01 01:23:35,hydraulic_system,,,,,,,,52.97053333333333,0.12871278966063138,,,,,,
